year,disease_type,data_type,name,forecast,rate,lb,ub
2012,UC,Incidence,Ontario,0,16.79999924,16.10000038,17.39999962
2013,UC,Incidence,Ontario,0,17.5,16.79999924,18.20000076
2014,UC,Incidence,Ontario,0,17.10000038,16.39999962,17.79999924
2015,UC,Incidence,Ontario,0,16.79999924,16.10000038,17.5
2016,UC,Incidence,Ontario,0,15.30000019,14.69999981,16
2017,UC,Incidence,Ontario,1,16,15.30000019,16.60000038
2018,UC,Incidence,Ontario,1,15.80000019,14.89999962,16.79999924
2019,UC,Incidence,Ontario,1,16.70000076,15.10000038,18.20000076
2020,UC,Incidence,Ontario,1,17.10000038,15.19999981,19.10000038
2021,UC,Incidence,Ontario,1,17.39999962,15.30000019,19.60000038
2022,UC,Incidence,Ontario,1,17.70000076,15.30000019,20.10000038
2023,UC,Incidence,Ontario,1,17.89999962,15.30000019,20.5
2024,UC,Incidence,Ontario,1,18.10000038,15.30000019,20.89999962
2025,UC,Incidence,Ontario,1,18.29999924,15.30000019,21.29999924
2026,UC,Incidence,Ontario,1,18.5,15.39999962,21.70000076
2027,UC,Incidence,Ontario,1,18.70000076,15.39999962,22.10000038
2028,UC,Incidence,Ontario,1,18.89999962,15.39999962,22.5
2029,UC,Incidence,Ontario,1,19.10000038,15.39999962,22.79999924
2030,UC,Incidence,Ontario,1,19.29999924,15.39999962,23.20000076
2031,UC,Incidence,Ontario,1,19.5,15.39999962,23.60000038
2032,UC,Incidence,Ontario,1,19.70000076,15.39999962,24
2033,UC,Incidence,Ontario,1,19.89999962,15.39999962,24.39999962
2034,UC,Incidence,Ontario,1,20.10000038,15.39999962,24.79999924
2035,UC,Incidence,Ontario,1,20.29999924,15.39999962,25.20000076
